DK_NAME[시설명],DK_BRIEF_NAME[시설약칭],EVENT_GUBUN[이벤트 분류],EVENT_NAME[이벤트 명],RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON
핸드볼경기장,핸드볼경기장,체육행사,제7회 일요신문배 전국 어린이 바둑대회,2018-05-05,2018-05-05,1,700,1000
핸드볼경기장,핸드볼경기장,체육행사,강동구청장배 배드민턴대회,2018-05-06,2018-05-06,1,0,
핸드볼경기장,핸드볼경기장,문화예술행사,Flume 첫 내한공연,2018-05-06,2018-05-07,2,3700,
핸드볼경기장,핸드볼경기장,공공행사,제46회 어버이날기념행사,2018-05-07,2018-05-08,2,3000,3100
88잔디마당,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2018,2018-05-08,2018-05-14,7,7000,11822
한얼광장,한얼광장,문화예술행사,뷰티풀 민트 라이프 2018,2018-05-08,2018-05-14,7,7000,
88호수수변무대,88호수,문화예술행사,뷰티풀 민트 라이프 2018,2018-05-08,2018-05-14,7,7000,
평화의광장,평화의광장,문화예술행사,2018가족e스포츠페스티벌,2018-05-09,2018-05-14,5,10000,5000
88잔디마당,88잔디마당,문화예술행사,서울세션즈 라이브 뮤직 페스티벌 2018,2018-05-09,2018-05-14,6,10000,
88잔디마당,88잔디마당,문화예술행사,서울세션즈 라이브 뮤직페스티벌 2018,2018-05-09,2018-05-14,6,10000,
핸드볼경기장,핸드볼경기장,문화예술행사,뷰티풀 민트 라이프 2018,2018-05-10,2018-05-13,4,2500,7428
피크닉광장,피크닉광장,공공행사,2018 서울중앙지방법원 가족사랑 걷기대회,2018-05-11,2018-05-12,2,1000,
핸드볼경기장,핸드볼경기장,체육행사,제14회 한국체육대학교총장배 전국태권도대회,2018-05-11,2018-05-13,3,1000,
올림픽홀,올림픽홀,대중공연,2018년 팬텀보이스 로즈데이 콘서트(가제),2018-05-12,2018-05-12,1,1000,
올림픽홀,올림픽홀,대중공연,올스타클래식,2018-05-12,2018-05-13,2,1100,
88호수수변무대,88호수,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,2018-05-13,2018-05-20,8,23000,
88잔디마당,88잔디마당,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,2018-05-13,2018-05-20,8,23000,
한얼광장,한얼광장,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,2018-05-13,2018-05-20,8,23000,
기타,기타,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,2018-05-13,2018-05-20,8,23000,
핸드볼경기장,핸드볼경기장,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,2018-05-13,2018-05-20,8,23000,
올림픽홀,올림픽홀,문화예술행사,제12회 서울재즈페스티벌(Seoul Jazz Festival) 2018,2018-05-17,2018-05-21,5,23000,22000
핸드볼경기장,핸드볼경기장,체육행사,제14회 한국체육대학교총장배 전국태권도대회,2018-05-21,2018-05-23,3,1000,2500
88호수수변무대,88호수,문화예술행사,패밀리페스티벌(가제),2018-05-23,2018-05-28,6,5000,
한얼광장,한얼광장,문화예술행사,패밀리페스티벌(가제),2018-05-23,2018-05-28,6,5000,
88잔디마당,88잔디마당,문화예술행사,패밀리페스티벌(가제),2018-05-23,2018-05-28,6,5000,13297
피크닉광장,피크닉광장,공공행사,농협동인회 한마음 걷기대회,2018-05-24,2018-05-24,1,600,600
올림픽홀,올림픽홀,대중공연,2018 팬텀 vs 팬텀 콘서트 (가칭),2018-05-24,2018-05-27,4,2700,3430
K-아트홀,K-아트홀,대중공연,프리스틴 쇼케이스,2018-05-28,2018-05-28,1,300,380
우리금융아트홀,제3체육관,문화예술행사,안녕자두야 우당탕탕 오디션 대소동,2018-05-28,2018-06-24,28,22000,14675
올림픽홀,올림픽홀,대중공연,홈니버스: Homniverse 콘서트 (가제),2018-05-30,2018-06-02,4,7800,
올림픽홀,올림픽홀,대중공연,"내 생애 가장 아름다운 순간, 옴니버스 콘서트 #시즌1 노래 (가제)",2018-05-30,2018-06-02,4,4200,
뮤즈라이브,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 공개방송,2018-05-31,2018-05-31,1,200,140
K-아트홀,K-아트홀,순수예술공연,상주단체공연 <길위에서 별을 만지다>,2018-05-31,2018-06-02,3,300,521
뮤즈라이브,뮤즈라이브,문화예술행사,밴드 '기프트' 단독 콘서트,2018-06-01,2018-06-01,1,220,200
평화의광장,평화의광장,공공행사,2018 제 5회 하늘사랑 걷기대회,2018-06-01,2018-06-02,2,2000,
핸드볼보조경기장,핸드볼보조경기장,체육행사,2018년 6월 핸드볼팀 훈련,2018-06-01,2018-06-30,28,500,17
뮤즈라이브,뮤즈라이브,문화예술행사,2018 자이로(Zairo) 콘서트,2018-06-02,2018-06-03,2,230,283
88잔디마당,88잔디마당,문화예술행사,2018 팬텀싱어 페스티벌,2018-06-04,2018-06-11,8,12000,5185
올림픽홀,올림픽홀,대중공연,iKON 2018 PRIVATE STAGE(가제),2018-06-06,2018-06-09,4,3500,5350
88호수수변무대,88호수,공공행사,오리엔티어링 대회,2018-06-09,2018-06-09,1,500,
핸드볼경기장,핸드볼경기장,공공행사,제7회 전국동시지방선거 및 국회의원재선거 개표,2018-06-09,2018-06-14,6,1000,1200
88호수수변무대,88호수,문화예술행사,2018 파크 뮤직 페스티벌,2018-06-12,2018-06-19,8,25000,
